city,stateID,state,county,zipcode,cityID
New York,NY,New York,Queens,11201,1840034016
New York,NY,New York,Queens,11209,1840034016
New York,NY,New York,Queens,11203,1840034016
New York,NY,New York,Queens,11205,1840034016
New York,NY,New York,Queens,11204,1840034016
New York,NY,New York,Queens,11207,1840034016
New York,NY,New York,Queens,11206,1840034016
New York,NY,New York,Queens,11208,1840034016
New York,NY,New York,Queens,11411,1840034016
New York,NY,New York,Queens,11412,1840034016
New York,NY,New York,Queens,11413,1840034016
New York,NY,New York,Queens,11414,1840034016
New York,NY,New York,Queens,11415,1840034016
New York,NY,New York,Queens,11416,1840034016
New York,NY,New York,Queens,11417,1840034016
New York,NY,New York,Queens,11418,1840034016
New York,NY,New York,Queens,11419,1840034016
New York,NY,New York,Queens,11101,1840034016
New York,NY,New York,Queens,11105,1840034016
New York,NY,New York,Queens,11001,1840034016
New York,NY,New York,Queens,11005,1840034016
New York,NY,New York,Queens,11004,1840034016
New York,NY,New York,Queens,10065,1840034016
New York,NY,New York,Queens,10069,1840034016
New York,NY,New York,Queens,10199,1840034016
New York,NY,New York,Queens,10309,1840034016
New York,NY,New York,Queens,10308,1840034016
New York,NY,New York,Queens,10307,1840034016
New York,NY,New York,Queens,10306,1840034016
New York,NY,New York,Queens,10305,1840034016
New York,NY,New York,Queens,10304,1840034016
New York,NY,New York,Queens,10303,1840034016
New York,NY,New York,Queens,10302,1840034016
New York,NY,New York,Queens,10301,1840034016
New York,NY,New York,Queens,11429,1840034016
New York,NY,New York,Queens,11428,1840034016
New York,NY,New York,Queens,11421,1840034016
New York,NY,New York,Queens,11420,1840034016
New York,NY,New York,Queens,11423,1840034016
New York,NY,New York,Queens,11422,1840034016
New York,NY,New York,Queens,11424,1840034016
New York,NY,New York,Queens,11427,1840034016
New York,NY,New York,Queens,11426,1840034016
New York,NY,New York,Queens,10466,1840034016
New York,NY,New York,Queens,10467,1840034016
New York,NY,New York,Queens,10464,1840034016
New York,NY,New York,Queens,10465,1840034016
New York,NY,New York,Queens,10462,1840034016
New York,NY,New York,Queens,10463,1840034016
New York,NY,New York,Queens,10460,1840034016
New York,NY,New York,Queens,10461,1840034016
New York,NY,New York,Queens,10468,1840034016
New York,NY,New York,Queens,10469,1840034016
New York,NY,New York,Queens,10119,1840034016
New York,NY,New York,Queens,10115,1840034016
New York,NY,New York,Queens,10112,1840034016
New York,NY,New York,Queens,10110,1840034016
New York,NY,New York,Queens,10111,1840034016
New York,NY,New York,Queens,11359,1840034016
New York,NY,New York,Queens,11358,1840034016
New York,NY,New York,Queens,11357,1840034016
New York,NY,New York,Queens,11355,1840034016
New York,NY,New York,Queens,11354,1840034016
New York,NY,New York,Queens,10019,1840034016
New York,NY,New York,Queens,10018,1840034016
New York,NY,New York,Queens,10013,1840034016
New York,NY,New York,Queens,10012,1840034016
New York,NY,New York,Queens,10011,1840034016
New York,NY,New York,Queens,10010,1840034016
New York,NY,New York,Queens,10017,1840034016
New York,NY,New York,Queens,10016,1840034016
New York,NY,New York,Queens,10014,1840034016
New York,NY,New York,Queens,10008,1840034016
New York,NY,New York,Queens,10041,1840034016
New York,NY,New York,Queens,10043,1840034016
New York,NY,New York,Queens,10055,1840034016
New York,NY,New York,Queens,10060,1840034016
New York,NY,New York,Queens,10081,1840034016
New York,NY,New York,Queens,10087,1840034016
New York,NY,New York,Queens,10090,1840034016
New York,NY,New York,Queens,10101,1840034016
New York,NY,New York,Queens,10102,1840034016
New York,NY,New York,Queens,10104,1840034016
New York,NY,New York,Queens,10105,1840034016
New York,NY,New York,Queens,10106,1840034016
New York,NY,New York,Queens,10107,1840034016
New York,NY,New York,Queens,10108,1840034016
New York,NY,New York,Queens,10109,1840034016
New York,NY,New York,Queens,10113,1840034016
New York,NY,New York,Queens,10114,1840034016
New York,NY,New York,Queens,10116,1840034016
New York,NY,New York,Queens,10117,1840034016
New York,NY,New York,Queens,10118,1840034016
New York,NY,New York,Queens,10120,1840034016
New York,NY,New York,Queens,10121,1840034016
New York,NY,New York,Queens,10122,1840034016
New York,NY,New York,Queens,10123,1840034016
New York,NY,New York,Queens,10124,1840034016
New York,NY,New York,Queens,10125,1840034016
New York,NY,New York,Queens,10126,1840034016
New York,NY,New York,Queens,10129,1840034016
New York,NY,New York,Queens,10130,1840034016
New York,NY,New York,Queens,10131,1840034016
New York,NY,New York,Queens,10132,1840034016
New York,NY,New York,Queens,10133,1840034016
New York,NY,New York,Queens,10138,1840034016
New York,NY,New York,Queens,10150,1840034016
New York,NY,New York,Queens,10151,1840034016
New York,NY,New York,Queens,10155,1840034016
New York,NY,New York,Queens,10156,1840034016
New York,NY,New York,Queens,10157,1840034016
New York,NY,New York,Queens,10158,1840034016
New York,NY,New York,Queens,10159,1840034016
New York,NY,New York,Queens,10160,1840034016
New York,NY,New York,Queens,10163,1840034016
New York,NY,New York,Queens,10164,1840034016
New York,NY,New York,Queens,10166,1840034016
New York,NY,New York,Queens,10175,1840034016
New York,NY,New York,Queens,10176,1840034016
New York,NY,New York,Queens,10178,1840034016
New York,NY,New York,Queens,10179,1840034016
New York,NY,New York,Queens,10185,1840034016
New York,NY,New York,Queens,10203,1840034016
New York,NY,New York,Queens,10211,1840034016
New York,NY,New York,Queens,10212,1840034016
New York,NY,New York,Queens,10213,1840034016
New York,NY,New York,Queens,10242,1840034016
New York,NY,New York,Queens,10249,1840034016
New York,NY,New York,Queens,10256,1840034016
New York,NY,New York,Queens,10258,1840034016
New York,NY,New York,Queens,10259,1840034016
New York,NY,New York,Queens,10260,1840034016
New York,NY,New York,Queens,10261,1840034016
New York,NY,New York,Queens,10265,1840034016
New York,NY,New York,Queens,10268,1840034016
New York,NY,New York,Queens,10269,1840034016
New York,NY,New York,Queens,10270,1840034016
New York,NY,New York,Queens,10272,1840034016
New York,NY,New York,Queens,10273,1840034016
New York,NY,New York,Queens,10274,1840034016
New York,NY,New York,Queens,10275,1840034016
New York,NY,New York,Queens,10276,1840034016
New York,NY,New York,Queens,10277,1840034016
New York,NY,New York,Queens,10281,1840034016
New York,NY,New York,Queens,10285,1840034016
New York,NY,New York,Queens,10286,1840034016
New York,NY,New York,Queens,10313,1840034016
New York,NY,New York,Queens,11120,1840034016
New York,NY,New York,Queens,11202,1840034016
New York,NY,New York,Queens,11241,1840034016
New York,NY,New York,Queens,11242,1840034016
New York,NY,New York,Queens,11243,1840034016
New York,NY,New York,Queens,11245,1840034016
New York,NY,New York,Queens,11247,1840034016
New York,NY,New York,Queens,11251,1840034016
New York,NY,New York,Queens,11252,1840034016
New York,NY,New York,Queens,11256,1840034016
New York,NY,New York,Queens,11351,1840034016
New York,NY,New York,Queens,11352,1840034016
New York,NY,New York,Queens,11380,1840034016
New York,NY,New York,Queens,11386,1840034016
New York,NY,New York,Queens,11405,1840034016
New York,NY,New York,Queens,11425,1840034016
New York,NY,New York,Queens,11431,1840034016
New York,NY,New York,Queens,11437,1840034016
New York,NY,New York,Queens,11499,1840034016
New York,NY,New York,Queens,11690,1840034016
New York,NY,New York,Queens,11695,1840034016
Los Angeles,CA,California,Los Angeles,91367,1840020491
Los Angeles,CA,California,Los Angeles,90291,1840020491
Los Angeles,CA,California,Los Angeles,90293,1840020491
Los Angeles,CA,California,Los Angeles,90292,1840020491
Los Angeles,CA,California,Los Angeles,91316,1840020491
Los Angeles,CA,California,Los Angeles,91311,1840020491
Los Angeles,CA,California,Los Angeles,90035,1840020491
Los Angeles,CA,California,Los Angeles,90034,1840020491
Los Angeles,CA,California,Los Angeles,90037,1840020491
Los Angeles,CA,California,Los Angeles,90031,1840020491
Los Angeles,CA,California,Los Angeles,90039,1840020491
Los Angeles,CA,California,Los Angeles,90008,1840020491
Los Angeles,CA,California,Los Angeles,90004,1840020491
Los Angeles,CA,California,Los Angeles,90005,1840020491
Los Angeles,CA,California,Los Angeles,90006,1840020491
Los Angeles,CA,California,Los Angeles,90007,1840020491
Los Angeles,CA,California,Los Angeles,90001,1840020491
Los Angeles,CA,California,Los Angeles,90002,1840020491
Los Angeles,CA,California,Los Angeles,90003,1840020491
Los Angeles,CA,California,Los Angeles,91504,1840020491
Los Angeles,CA,California,Los Angeles,91040,1840020491
Los Angeles,CA,California,Los Angeles,90710,1840020491
Los Angeles,CA,California,Los Angeles,90089,1840020491
Los Angeles,CA,California,Los Angeles,91307,1840020491
Los Angeles,CA,California,Los Angeles,91344,1840020491
Los Angeles,CA,California,Los Angeles,91345,1840020491
Los Angeles,CA,California,Los Angeles,91340,1840020491
Los Angeles,CA,California,Los Angeles,91342,1840020491
Los Angeles,CA,California,Los Angeles,91343,1840020491
Los Angeles,CA,California,Los Angeles,90036,1840020491
Los Angeles,CA,California,Los Angeles,90247,1840020491
Los Angeles,CA,California,Los Angeles,91411,1840020491
Los Angeles,CA,California,Los Angeles,91436,1840020491
Los Angeles,CA,California,Los Angeles,91371,1840020491
Los Angeles,CA,California,Los Angeles,91608,1840020491
Los Angeles,CA,California,Los Angeles,91605,1840020491
Los Angeles,CA,California,Los Angeles,91604,1840020491
Los Angeles,CA,California,Los Angeles,91607,1840020491
Los Angeles,CA,California,Los Angeles,91606,1840020491
Los Angeles,CA,California,Los Angeles,91601,1840020491
Los Angeles,CA,California,Los Angeles,91602,1840020491
Los Angeles,CA,California,Los Angeles,90402,1840020491
Los Angeles,CA,California,Los Angeles,90068,1840020491
Los Angeles,CA,California,Los Angeles,90069,1840020491
Los Angeles,CA,California,Los Angeles,90062,1840020491
Los Angeles,CA,California,Los Angeles,90063,1840020491
Los Angeles,CA,California,Los Angeles,90061,1840020491
Los Angeles,CA,California,Los Angeles,90066,1840020491
Los Angeles,CA,California,Los Angeles,90067,1840020491
Los Angeles,CA,California,Los Angeles,90064,1840020491
Los Angeles,CA,California,Los Angeles,90065,1840020491
Los Angeles,CA,California,Los Angeles,90248,1840020491
Los Angeles,CA,California,Los Angeles,91326,1840020491
Los Angeles,CA,California,Los Angeles,91324,1840020491
Los Angeles,CA,California,Los Angeles,91325,1840020491
Los Angeles,CA,California,Los Angeles,90013,1840020491
Los Angeles,CA,California,Los Angeles,90012,1840020491
Los Angeles,CA,California,Los Angeles,90011,1840020491
Los Angeles,CA,California,Los Angeles,90010,1840020491
Los Angeles,CA,California,Los Angeles,90017,1840020491
Los Angeles,CA,California,Los Angeles,90016,1840020491
Los Angeles,CA,California,Los Angeles,90015,1840020491
Los Angeles,CA,California,Los Angeles,90014,1840020491
Los Angeles,CA,California,Los Angeles,91364,1840020491
Los Angeles,CA,California,Los Angeles,90028,1840020491
Los Angeles,CA,California,Los Angeles,90095,1840020491
Los Angeles,CA,California,Los Angeles,90094,1840020491
Los Angeles,CA,California,Los Angeles,91042,1840020491
Los Angeles,CA,California,Los Angeles,91352,1840020491
Los Angeles,CA,California,Los Angeles,91356,1840020491
Los Angeles,CA,California,Los Angeles,91406,1840020491
Los Angeles,CA,California,Los Angeles,91402,1840020491
Los Angeles,CA,California,Los Angeles,90041,1840020491
Los Angeles,CA,California,Los Angeles,90042,1840020491
Los Angeles,CA,California,Los Angeles,90043,1840020491
Los Angeles,CA,California,Los Angeles,90044,1840020491
Los Angeles,CA,California,Los Angeles,90045,1840020491
Los Angeles,CA,California,Los Angeles,90046,1840020491
Los Angeles,CA,California,Los Angeles,90047,1840020491
Los Angeles,CA,California,Los Angeles,90048,1840020491
Los Angeles,CA,California,Los Angeles,90049,1840020491
Los Angeles,CA,California,Los Angeles,90019,1840020491
Los Angeles,CA,California,Los Angeles,90018,1840020491
Los Angeles,CA,California,Los Angeles,91423,1840020491
Los Angeles,CA,California,Los Angeles,90210,1840020491
Los Angeles,CA,California,Los Angeles,91303,1840020491
Los Angeles,CA,California,Los Angeles,91304,1840020491
Los Angeles,CA,California,Los Angeles,91306,1840020491
Los Angeles,CA,California,Los Angeles,90079,1840020491
Los Angeles,CA,California,Los Angeles,90071,1840020491
Los Angeles,CA,California,Los Angeles,90077,1840020491
Los Angeles,CA,California,Los Angeles,90059,1840020491
Los Angeles,CA,California,Los Angeles,91331,1840020491
Los Angeles,CA,California,Los Angeles,91330,1840020491
Los Angeles,CA,California,Los Angeles,91335,1840020491
Los Angeles,CA,California,Los Angeles,90026,1840020491
Los Angeles,CA,California,Los Angeles,90027,1840020491
Los Angeles,CA,California,Los Angeles,90024,1840020491
Los Angeles,CA,California,Los Angeles,90025,1840020491
Los Angeles,CA,California,Los Angeles,90023,1840020491
Los Angeles,CA,California,Los Angeles,90020,1840020491
Los Angeles,CA,California,Los Angeles,90021,1840020491
Los Angeles,CA,California,Los Angeles,90029,1840020491
Los Angeles,CA,California,Los Angeles,90272,1840020491
Los Angeles,CA,California,Los Angeles,90732,1840020491
Los Angeles,CA,California,Los Angeles,90731,1840020491
Los Angeles,CA,California,Los Angeles,90230,1840020491
Los Angeles,CA,California,Los Angeles,91405,1840020491
Los Angeles,CA,California,Los Angeles,91403,1840020491
Los Angeles,CA,California,Los Angeles,91401,1840020491
Los Angeles,CA,California,Los Angeles,90033,1840020491
Los Angeles,CA,California,Los Angeles,90032,1840020491
Los Angeles,CA,California,Los Angeles,90038,1840020491
Los Angeles,CA,California,Los Angeles,90057,1840020491
Los Angeles,CA,California,Los Angeles,90052,1840020491
Los Angeles,CA,California,Los Angeles,90058,1840020491
Los Angeles,CA,California,Los Angeles,90744,1840020491
Los Angeles,CA,California,Los Angeles,90501,1840020491
Los Angeles,CA,California,Los Angeles,90502,1840020491
Los Angeles,CA,California,Los Angeles,90009,1840020491
Los Angeles,CA,California,Los Angeles,90030,1840020491
Los Angeles,CA,California,Los Angeles,90050,1840020491
Los Angeles,CA,California,Los Angeles,90051,1840020491
Los Angeles,CA,California,Los Angeles,90053,1840020491
Los Angeles,CA,California,Los Angeles,90054,1840020491
Los Angeles,CA,California,Los Angeles,90055,1840020491
Los Angeles,CA,California,Los Angeles,90060,1840020491
Los Angeles,CA,California,Los Angeles,90070,1840020491
Los Angeles,CA,California,Los Angeles,90072,1840020491
Los Angeles,CA,California,Los Angeles,90074,1840020491
Los Angeles,CA,California,Los Angeles,90075,1840020491
Los Angeles,CA,California,Los Angeles,90076,1840020491
Los Angeles,CA,California,Los Angeles,90078,1840020491
Los Angeles,CA,California,Los Angeles,90080,1840020491
Los Angeles,CA,California,Los Angeles,90081,1840020491
Los Angeles,CA,California,Los Angeles,90082,1840020491
Los Angeles,CA,California,Los Angeles,90083,1840020491
Los Angeles,CA,California,Los Angeles,90084,1840020491
Los Angeles,CA,California,Los Angeles,90086,1840020491
Los Angeles,CA,California,Los Angeles,90087,1840020491
Los Angeles,CA,California,Los Angeles,90088,1840020491
Los Angeles,CA,California,Los Angeles,90093,1840020491
Los Angeles,CA,California,Los Angeles,90099,1840020491
Los Angeles,CA,California,Los Angeles,90134,1840020491
Los Angeles,CA,California,Los Angeles,90140,1840020491
Los Angeles,CA,California,Los Angeles,90189,1840020491
Los Angeles,CA,California,Los Angeles,90213,1840020491
Los Angeles,CA,California,Los Angeles,90294,1840020491
Los Angeles,CA,California,Los Angeles,90295,1840020491
Los Angeles,CA,California,Los Angeles,90733,1840020491
Los Angeles,CA,California,Los Angeles,90734,1840020491
Los Angeles,CA,California,Los Angeles,90748,1840020491
Los Angeles,CA,California,Los Angeles,91041,1840020491
Los Angeles,CA,California,Los Angeles,91043,1840020491
Los Angeles,CA,California,Los Angeles,91305,1840020491
Los Angeles,CA,California,Los Angeles,91308,1840020491
Los Angeles,CA,California,Los Angeles,91309,1840020491
Los Angeles,CA,California,Los Angeles,91313,1840020491
Los Angeles,CA,California,Los Angeles,91327,1840020491
Los Angeles,CA,California,Los Angeles,91328,1840020491
Los Angeles,CA,California,Los Angeles,91333,1840020491
Los Angeles,CA,California,Los Angeles,91334,1840020491
Los Angeles,CA,California,Los Angeles,91337,1840020491
Los Angeles,CA,California,Los Angeles,91346,1840020491
Los Angeles,CA,California,Los Angeles,91353,1840020491
Los Angeles,CA,California,Los Angeles,91357,1840020491
Los Angeles,CA,California,Los Angeles,91365,1840020491
Los Angeles,CA,California,Los Angeles,91392,1840020491
Los Angeles,CA,California,Los Angeles,91393,1840020491
Los Angeles,CA,California,Los Angeles,91394,1840020491
Los Angeles,CA,California,Los Angeles,91395,1840020491
Los Angeles,CA,California,Los Angeles,91396,1840020491
Los Angeles,CA,California,Los Angeles,91404,1840020491
Los Angeles,CA,California,Los Angeles,91407,1840020491
Los Angeles,CA,California,Los Angeles,91408,1840020491
Los Angeles,CA,California,Los Angeles,91409,1840020491
Los Angeles,CA,California,Los Angeles,91410,1840020491
Los Angeles,CA,California,Los Angeles,91412,1840020491
Los Angeles,CA,California,Los Angeles,91413,1840020491
Los Angeles,CA,California,Los Angeles,91416,1840020491
Los Angeles,CA,California,Los Angeles,91426,1840020491
Los Angeles,CA,California,Los Angeles,91470,1840020491
Los Angeles,CA,California,Los Angeles,91482,1840020491
Los Angeles,CA,California,Los Angeles,91499,1840020491
Los Angeles,CA,California,Los Angeles,91603,1840020491
Los Angeles,CA,California,Los Angeles,91609,1840020491
Los Angeles,CA,California,Los Angeles,91610,1840020491
Los Angeles,CA,California,Los Angeles,91614,1840020491
Los Angeles,CA,California,Los Angeles,91615,1840020491
Los Angeles,CA,California,Los Angeles,91616,1840020491
Los Angeles,CA,California,Los Angeles,91617,1840020491
Los Angeles,CA,California,Los Angeles,91618,1840020491
Chicago,IL,Illinois,Cook,60018,1840000494
Chicago,IL,Illinois,Cook,60649,1840000494
Chicago,IL,Illinois,Cook,60641,1840000494
Chicago,IL,Illinois,Cook,60640,1840000494
Chicago,IL,Illinois,Cook,60643,1840000494
Chicago,IL,Illinois,Cook,60642,1840000494
Chicago,IL,Illinois,Cook,60645,1840000494
Chicago,IL,Illinois,Cook,60644,1840000494
Chicago,IL,Illinois,Cook,60647,1840000494
Chicago,IL,Illinois,Cook,60646,1840000494
Chicago,IL,Illinois,Cook,60616,1840000494
Chicago,IL,Illinois,Cook,60617,1840000494
Chicago,IL,Illinois,Cook,60614,1840000494
Chicago,IL,Illinois,Cook,60615,1840000494
Chicago,IL,Illinois,Cook,60612,1840000494
Chicago,IL,Illinois,Cook,60613,1840000494
Chicago,IL,Illinois,Cook,60610,1840000494
Chicago,IL,Illinois,Cook,60611,1840000494
Chicago,IL,Illinois,Cook,60618,1840000494
Chicago,IL,Illinois,Cook,60619,1840000494
Chicago,IL,Illinois,Cook,60631,1840000494
Chicago,IL,Illinois,Cook,60827,1840000494
Chicago,IL,Illinois,Cook,60661,1840000494
Chicago,IL,Illinois,Cook,60660,1840000494
Chicago,IL,Illinois,Cook,60638,1840000494
Chicago,IL,Illinois,Cook,60639,1840000494
Chicago,IL,Illinois,Cook,60634,1840000494
Chicago,IL,Illinois,Cook,60636,1840000494
Chicago,IL,Illinois,Cook,60637,1840000494
Chicago,IL,Illinois,Cook,60630,1840000494
Chicago,IL,Illinois,Cook,60632,1840000494
Chicago,IL,Illinois,Cook,60633,1840000494
Chicago,IL,Illinois,Cook,60605,1840000494
Chicago,IL,Illinois,Cook,60604,1840000494
Chicago,IL,Illinois,Cook,60607,1840000494
Chicago,IL,Illinois,Cook,60606,1840000494
Chicago,IL,Illinois,Cook,60601,1840000494
Chicago,IL,Illinois,Cook,60603,1840000494
Chicago,IL,Illinois,Cook,60602,1840000494
Chicago,IL,Illinois,Cook,60609,1840000494
Chicago,IL,Illinois,Cook,60608,1840000494
Chicago,IL,Illinois,Cook,60106,1840000494
Chicago,IL,Illinois,Cook,60659,1840000494
Chicago,IL,Illinois,Cook,60652,1840000494
Chicago,IL,Illinois,Cook,60653,1840000494
Chicago,IL,Illinois,Cook,60656,1840000494
Chicago,IL,Illinois,Cook,60657,1840000494
Chicago,IL,Illinois,Cook,60654,1840000494
Chicago,IL,Illinois,Cook,60655,1840000494
Chicago,IL,Illinois,Cook,60651,1840000494
Chicago,IL,Illinois,Cook,60623,1840000494
Chicago,IL,Illinois,Cook,60622,1840000494
Chicago,IL,Illinois,Cook,60621,1840000494
Chicago,IL,Illinois,Cook,60620,1840000494
Chicago,IL,Illinois,Cook,60626,1840000494
Chicago,IL,Illinois,Cook,60625,1840000494
Chicago,IL,Illinois,Cook,60624,1840000494
Chicago,IL,Illinois,Cook,60629,1840000494
Chicago,IL,Illinois,Cook,60628,1840000494
Chicago,IL,Illinois,Cook,60707,1840000494
Chicago,IL,Illinois,Cook,60499,1840000494
Chicago,IL,Illinois,Cook,60664,1840000494
Chicago,IL,Illinois,Cook,60666,1840000494
Chicago,IL,Illinois,Cook,60668,1840000494
Chicago,IL,Illinois,Cook,60669,1840000494
Chicago,IL,Illinois,Cook,60670,1840000494
Chicago,IL,Illinois,Cook,60673,1840000494
Chicago,IL,Illinois,Cook,60674,1840000494
Chicago,IL,Illinois,Cook,60675,1840000494
Chicago,IL,Illinois,Cook,60677,1840000494
Chicago,IL,Illinois,Cook,60678,1840000494
Chicago,IL,Illinois,Cook,60680,1840000494
Chicago,IL,Illinois,Cook,60681,1840000494
Chicago,IL,Illinois,Cook,60684,1840000494
Chicago,IL,Illinois,Cook,60685,1840000494
Chicago,IL,Illinois,Cook,60686,1840000494
Chicago,IL,Illinois,Cook,60687,1840000494
Chicago,IL,Illinois,Cook,60688,1840000494
Chicago,IL,Illinois,Cook,60689,1840000494
Chicago,IL,Illinois,Cook,60690,1840000494
Chicago,IL,Illinois,Cook,60694,1840000494
Chicago,IL,Illinois,Cook,60695,1840000494
Chicago,IL,Illinois,Cook,60696,1840000494
Chicago,IL,Illinois,Cook,60699,1840000494
Miami,FL,Florida,Miami-Dade,33128,1840015149
Miami,FL,Florida,Miami-Dade,33129,1840015149
Miami,FL,Florida,Miami-Dade,33125,1840015149
Miami,FL,Florida,Miami-Dade,33126,1840015149
Miami,FL,Florida,Miami-Dade,33127,1840015149
Miami,FL,Florida,Miami-Dade,33149,1840015149
Miami,FL,Florida,Miami-Dade,33144,1840015149
